Row,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
3000000,3.5990510000000003e-23,1434.469,20.04186,557682100.0,1561331.0,1031764.0,1221.8,3210941000000.0,163387200.0,92590090.0,601098.2,1222.151,409366.4,13173910.0,690990.0
120000,8438663.0,2752.524,20.12684,33879430000.0,2271427.0,1045269.0,471876400.0,130421100000000.0,264319700.0,94616510.0,10534450000.0,114794.2,8093167000.0,75792830000.0,53328740.0
600000,1.2559299999999999e-26,2188.531,20.0608,3967247000.0,1960371.0,1044966.0,19051150.0,6070286000000.0,202579300.0,93134810.0,380096700.0,2357.579,862430100.0,2183102000.0,5821552.0
3000000,4.192516e-28,2042.465,20.04625,3841450000.0,1636225.0,1039812.0,270.7991,3831101000000.0,197724300.0,92594670.0,956391.9,1842.23,629547.3,10431490.0,591563.6
120000,701923.4,3245.785,20.11754,30737390000.0,3283148.0,1056119.0,565736400.0,218292900000000.0,303717700.0,94533620.0,6728637000.0,5932541.0,6479794000.0,177728500000.0,40069760.0
600000,2.00045e-24,2253.21,20.06376,3561727000.0,2368706.0,1049120.0,2816968.0,15069540000000.0,208121900.0,93226460.0,368876900.0,2162.986,440763500.0,8247389000.0,5892558.0
3000000,0.0,1768.132,20.04482,2314999000.0,1140455.0,1038979.0,2395.924,3557644000000.0,190942200.0,92940000.0,813246.5,1459.846,200345.9,11842980.0,449515.8
120000,5157420.0,2960.521,20.1095,34213510000.0,1579247.0,1057089.0,394637900.0,258939300000000.0,232125200.0,93515590.0,89549170000.0,14865460.0,10151950000.0,113876800000.0,36168010.0
600000,0.0,2076.722,20.06118,3437471000.0,1408521.0,1044085.0,19339170.0,6071567000000.0,225799500.0,93514830.0,334864000.0,2209.259,1487900000.0,131777300.0,4779744.0
3000000,0.0,1772.684,20.03692,578263300.0,1408521.0,1041212.0,391.2477,3311706000000.0,191338400.0,93457640.0,1371229.0,1980.89,307772.1,11837400.0,920712.0
120000,3651764.0,3239.516,20.11652,15690160000.0,2581484.0,1052865.0,536287900.0,64457400000000.0,228250600.0,94031740.0,9348435000.0,95250.21,11424980000.0,140299800000.0,48599180.0
600000,6.11854e-24,2423.544,20.06108,5861402000.0,1360340.0,1051183.0,35356250.0,5342648000000.0,192633100.0,93889790.0,352063000.0,2233.997,437408500.0,3659333000.0,6398686.0
3000000,0.0,1454.149,20.03468,3659181000.0,1360340.0,1042980.0,787.942,2461603000000.0,173985300.0,93200570.0,4147263.0,1755.489,330111.1,13633050.0,1059386.0
120000,1228288.0,3029.807,20.1415,24623340000.0,2218436.0,1045797.0,568993500.0,99702720000000.0,241208100.0,94037160.0,5070087000.0,82917.74,8112917000.0,86185270000.0,41992690.0
600000,8.814031000000001e-23,2286.599,20.06542,3806581000.0,2185148.0,1039091.0,9285892.0,11612520000000.0,224413300.0,93602380.0,491114500.0,2267.975,1270299000.0,1753210000.0,6877283.0
