120000, 5, 1.241664e+07
300000, 5, 1.176501e+07
600000, 5, 9.134090e+06
900000, 5, 8.164273e+06
1200000, 5, 5.861186e+06
1500000, 5, 5.474035e+06
1800000, 5, 5.018685e+06
2100000, 5, 3.302352e+06
2400000, 5, 2.405512e+06
2700000, 5, 2.405421e+06
3000000, 5, 2.387669e+06
120000, 5, 9.570195e+06
300000, 5, 9.487554e+06
600000, 5, 9.456337e+06
900000, 5, 9.450662e+06
1200000, 5, 7.270156e+06
1500000, 5, 7.268129e+06
1800000, 5, 3.363893e+06
2100000, 5, 3.363307e+06
2400000, 5, 3.079781e+06
2700000, 5, 3.079585e+06
3000000, 5, 2.804772e+06
120000, 5, 1.162833e+07
300000, 5, 1.157195e+07
600000, 5, 8.090824e+06
900000, 5, 6.418438e+06
1200000, 5, 6.417672e+06
1500000, 5, 6.417166e+06
1800000, 5, 6.416700e+06
2100000, 5, 6.416641e+06
2400000, 5, 6.416574e+06
2700000, 5, 6.416574e+06
3000000, 5, 6.416574e+06
120000, 5, 8.936227e+06
300000, 5, 8.877419e+06
600000, 5, 8.844467e+06
900000, 5, 8.838383e+06
1200000, 5, 5.345587e+06
1500000, 5, 4.790155e+06
1800000, 5, 4.542424e+06
2100000, 5, 4.541468e+06
2400000, 5, 4.400456e+06
2700000, 5, 4.384393e+06
3000000, 5, 4.336189e+06
120000, 5, 9.789555e+06
300000, 5, 9.713361e+06
600000, 5, 8.884305e+06
900000, 5, 8.412560e+06
1200000, 5, 7.487041e+06
1500000, 5, 4.882945e+06
1800000, 5, 4.878231e+06
2100000, 5, 3.094588e+06
2400000, 5, 2.931066e+06
2700000, 5, 2.679959e+06
3000000, 5, 2.678149e+06
120000, 5, 9.813360e+06
300000, 5, 9.726098e+06
600000, 5, 6.064113e+06
900000, 5, 5.951143e+06
1200000, 5, 5.073495e+06
1500000, 5, 5.069152e+06
1800000, 5, 4.217786e+06
2100000, 5, 4.217616e+06
2400000, 5, 4.217594e+06
2700000, 5, 4.217581e+06
3000000, 5, 4.217533e+06
120000, 5, 1.004115e+07
300000, 5, 9.968730e+06
600000, 5, 9.940357e+06
900000, 5, 9.936137e+06
1200000, 5, 9.074263e+06
1500000, 5, 6.297354e+06
1800000, 5, 4.075067e+06
2100000, 5, 3.477430e+06
2400000, 5, 3.383075e+06
2700000, 5, 3.383006e+06
3000000, 5, 3.382961e+06
120000, 5, 1.035253e+07
300000, 5, 1.028716e+07
600000, 5, 9.375565e+06
900000, 5, 9.371014e+06
1200000, 5, 8.988049e+06
1500000, 5, 7.994509e+06
1800000, 5, 7.993355e+06
2100000, 5, 6.118910e+06
2400000, 5, 6.118282e+06
2700000, 5, 3.053902e+06
3000000, 5, 2.633031e+06
120000, 5, 9.993958e+06
300000, 5, 9.902893e+06
600000, 5, 8.075737e+06
900000, 5, 8.072323e+06
1200000, 5, 4.859255e+06
1500000, 5, 4.859016e+06
1800000, 5, 4.858825e+06
2100000, 5, 4.858721e+06
2400000, 5, 4.858599e+06
2700000, 5, 4.858582e+06
3000000, 5, 4.858582e+06
120000, 5, 7.287882e+06
300000, 5, 7.216619e+06
600000, 5, 7.177272e+06
900000, 5, 7.172711e+06
1200000, 5, 7.172104e+06
1500000, 5, 7.171854e+06
1800000, 5, 7.171746e+06
2100000, 5, 7.171746e+06
2400000, 5, 5.307281e+06
2700000, 5, 5.176556e+06
3000000, 5, 4.961567e+06
120000, 5, 1.431202e+07
300000, 5, 1.422610e+07
600000, 5, 7.223304e+06
900000, 5, 7.125720e+06
1200000, 5, 6.887724e+06
1500000, 5, 6.887212e+06
1800000, 5, 6.628540e+06
2100000, 5, 6.628263e+06
2400000, 5, 3.737650e+06
2700000, 5, 3.737426e+06
3000000, 5, 3.737380e+06
120000, 5, 1.105086e+07
300000, 5, 1.094432e+07
600000, 5, 8.001828e+06
900000, 5, 7.019418e+06
1200000, 5, 7.017645e+06
1500000, 5, 7.017145e+06
1800000, 5, 7.016193e+06
2100000, 5, 5.970206e+06
2400000, 5, 3.885897e+06
2700000, 5, 3.885244e+06
3000000, 5, 3.356105e+06
120000, 5, 1.218214e+07
300000, 5, 1.204516e+07
600000, 5, 8.537923e+06
900000, 5, 6.777428e+06
1200000, 5, 6.776057e+06
1500000, 5, 6.384537e+06
1800000, 5, 6.373384e+06
2100000, 5, 6.373219e+06
2400000, 5, 3.045515e+06
2700000, 5, 3.045240e+06
3000000, 5, 2.719256e+06
120000, 5, 7.349477e+06
300000, 5, 7.269669e+06
600000, 5, 7.250052e+06
900000, 5, 7.245653e+06
1200000, 5, 7.244406e+06
1500000, 5, 7.244406e+06
1800000, 5, 7.244323e+06
2100000, 5, 7.244323e+06
2400000, 5, 7.244323e+06
2700000, 5, 7.244323e+06
3000000, 5, 2.166120e+06
120000, 5, 9.899588e+06
300000, 5, 9.818414e+06
600000, 5, 9.600418e+06
900000, 5, 9.592056e+06
1200000, 5, 8.114673e+06
1500000, 5, 7.742458e+06
1800000, 5, 4.215586e+06
2100000, 5, 4.211364e+06
2400000, 5, 3.393377e+06
2700000, 5, 3.393230e+06
3000000, 5, 3.393218e+06
120000, 5, 1.015757e+07
300000, 5, 1.006295e+07
600000, 5, 3.864621e+06
900000, 5, 3.842917e+06
1200000, 5, 3.601592e+06
1500000, 5, 3.600810e+06
1800000, 5, 3.600209e+06
2100000, 5, 3.319228e+06
2400000, 5, 3.309120e+06
2700000, 5, 3.085752e+06
3000000, 5, 2.955533e+06
120000, 5, 1.104626e+07
300000, 5, 1.078837e+07
600000, 5, 5.532495e+06
900000, 5, 5.515521e+06
1200000, 5, 4.886080e+06
1500000, 5, 4.613700e+06
1800000, 5, 3.759028e+06
2100000, 5, 3.634195e+06
2400000, 5, 3.634133e+06
2700000, 5, 3.634038e+06
3000000, 5, 3.633964e+06
120000, 5, 7.667916e+06
300000, 5, 7.601947e+06
600000, 5, 7.574988e+06
900000, 5, 7.571566e+06
1200000, 5, 7.284841e+06
1500000, 5, 6.585809e+06
1800000, 5, 6.276279e+06
2100000, 5, 4.835658e+06
2400000, 5, 2.220175e+06
2700000, 5, 2.041870e+06
3000000, 5, 2.003154e+06
120000, 5, 8.164810e+06
300000, 5, 8.102989e+06
600000, 5, 8.074342e+06
900000, 5, 8.069334e+06
1200000, 5, 8.005107e+06
1500000, 5, 7.912548e+06
