Row,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
600000,15656890000.0,5351.935,20.03807,103102700000.0,9375565.0,1064118.0,749903000.0,446906700000000.0,614178600.0,94731090.0,37141770000.0,2122.509,866105500.0,448762400.0,4758339.0
3000000,0.002932931,263.4759,20.03807,339888500.0,2633031.0,1064117.0,4849.335,31986160000000.0,215032000.0,94729530.0,777034.7,92.92819,1441350.0,18737080.0,649429.0
120000,360722800000.0,97076.67,20.13622,325480700000.0,9993958.0,1071434.0,2727686000.0,1.2001e+16,5949316000.0,96652720.0,2.232029e+17,8350602.0,5698643000.0,58743070000.0,58599840.0
600000,27300050.0,5300.35,20.06743,22017050000.0,8075737.0,1064817.0,571909200.0,237739600000000.0,742476700.0,95811630.0,34386540000.0,2030.275,854744900.0,1554883000.0,6063046.0
3000000,0.001515049,255.9264,20.02576,1483289000.0,4858582.0,1062740.0,2424.675,15020670000000.0,337612400.0,94192980.0,82691410.0,1904.3,1544347.0,23982990.0,1143844.0
120000,353687000000.0,115224.9,20.11229,35102940000000.0,7287882.0,1072963.0,622983600000.0,1745659000000000.0,5464468000.0,96228380.0,4.375708e+16,8049520.0,16428630000.0,60465580000.0,43454490.0
600000,693991400.0,12457.59,20.06272,133101000000.0,7177272.0,1066745.0,1302049000.0,571906600000000.0,423998700.0,94895870.0,149584100000.0,2342.107,1261279000.0,1473451000.0,5666752.0
3000000,1.514997,205.2557,20.04936,255747000.0,4961567.0,1053708.0,10613.12,7848523000000.0,195896000.0,94617490.0,2123551.0,1828.736,1023652.0,24145330.0,666322.1
120000,352305100000.0,112409.2,20.12626,311561200000.0,14312020.0,1072993.0,3710183000.0,670845700000000.0,5694878000.0,95732550.0,5.718929e+16,21273960.0,13596450000.0,71076010000.0,48493320.0
600000,2251446000.0,8049.222,20.04057,19080770000.0,7223304.0,1066696.0,1251957000.0,175882000000000.0,344658600.0,95514950.0,5990187000.0,2469.937,1087579000.0,1824012000.0,5535924.0
3000000,0.0003262039,280.4915,20.03297,185471300.0,3737380.0,1063058.0,2558.864,39455680000000.0,253643500.0,94346770.0,8652609.0,1828.736,1788683.0,25042490.0,1031100.0
120000,382870900000.0,102280.7,20.145,24639680000000.0,11050860.0,1072641.0,2747125000.0,1669369000000000.0,5859216000.0,96510370.0,5.871979e+17,4906298.0,15939380000.0,80409820000.0,51722120.0
600000,17161760000.0,7326.021,20.07722,109769100000.0,8001828.0,1066228.0,990234300.0,310171000000000.0,695357400.0,95214760.0,7998198000.0,2448.002,1242607000.0,5445663000.0,6162300.0
3000000,0.06933666,191.4442,20.03613,498042700.0,3356105.0,1061779.0,1227.057,7604058000000.0,286146000.0,94979620.0,13791370.0,1596.375,1238280.0,23517730.0,1723893.0
120000,380909600000.0,107576.3,20.23376,31911860000000.0,12182140.0,1070727.0,1354613000.0,1.265857e+16,5626779000.0,96447200.0,3.681984e+16,125005.5,16925190000.0,44614460000.0,44745420.0
600000,284445500.0,5506.51,20.04544,146067400000.0,8537923.0,1065545.0,743512900.0,247950000000000.0,694294400.0,95462070.0,26990830000.0,2290.543,1198743000.0,530612600.0,6081912.0
3000000,4.469929e-08,257.1171,20.03992,341124900.0,2719256.0,1065051.0,4122.427,11648770000000.0,289996000.0,94467310.0,1326259.0,1536.7,1356292.0,21985700.0,717347.1
120000,372323600000.0,112626.3,20.12261,308257300000.0,7349477.0,1068947.0,15066670000.0,505431500000000.0,5880241000.0,96097100.0,2.404687e+16,86923.96,17633940000.0,40530000000.0,44830090.0
600000,12524260000.0,8746.996,20.04651,12885150000.0,7250052.0,1065660.0,780285600.0,259242200000000.0,633461200.0,95440710.0,29101160000.0,2581.603,2723117000.0,393481700.0,7523569.0
