120000, 12, 1.885983e+06
300000, 12, 3.626998e+03
600000, 12, 2.243726e+03
900000, 12, 2.108704e+03
1200000, 12, 2.108704e+03
1500000, 12, 2.053823e+03
1800000, 12, 2.053823e+03
2100000, 12, 1.746057e+03
2400000, 12, 1.708188e+03
2700000, 12, 1.708188e+03
3000000, 12, 1.708188e+03
120000, 12, 1.435598e+07
300000, 12, 3.663657e+03
600000, 12, 2.381690e+03
900000, 12, 2.024747e+03
1200000, 12, 2.024747e+03
1500000, 12, 2.024747e+03
1800000, 12, 2.024747e+03
2100000, 12, 1.741232e+03
2400000, 12, 1.591460e+03
2700000, 12, 1.591460e+03
3000000, 12, 1.316993e+03
120000, 12, 2.357609e+07
300000, 12, 3.447996e+03
600000, 12, 2.102875e+03
900000, 12, 1.835364e+03
1200000, 12, 1.835364e+03
1500000, 12, 1.835364e+03
1800000, 12, 1.835364e+03
2100000, 12, 1.835364e+03
2400000, 12, 1.835364e+03
2700000, 12, 1.835364e+03
3000000, 12, 1.835364e+03
120000, 12, 2.112258e+07
300000, 12, 4.273770e+03
600000, 12, 2.424844e+03
900000, 12, 2.023243e+03
1200000, 12, 2.023243e+03
1500000, 12, 2.023243e+03
1800000, 12, 2.023243e+03
2100000, 12, 2.023243e+03
2400000, 12, 2.023243e+03
2700000, 12, 2.023243e+03
3000000, 12, 1.927940e+03
120000, 12, 4.110120e+06
300000, 12, 3.547886e+03
600000, 12, 2.390073e+03
900000, 12, 1.942362e+03
1200000, 12, 1.942362e+03
1500000, 12, 1.942362e+03
1800000, 12, 1.942362e+03
2100000, 12, 1.942362e+03
2400000, 12, 1.942362e+03
2700000, 12, 1.942362e+03
3000000, 12, 1.942362e+03
